participant;condition;order;event;target_x;target_y;mean_x;mean_y;dist_x;dist_y;euclidean;sd_x;sd_y;rmss2s;lux
12;uniteye;0;3;1810;90;1969.257690181818;74.66916534545454;159.25769018181816;15.330834654545452;160.11444007895352;41.94194535828625;1.5979902844618243;421.92716259693896;478
12;uniteye;0;4;510;340;268.6616610909091;120.5745102;241.3383389090909;219.4254898;327.22028498178827;14.84093098757912;29.458851271155137;293.035286254584;478
12;uniteye;0;5;1410;340;1627.7886981818183;219.04280623636365;321.7214225454545;271.2038803090909;430.7841651680452;266.2630304138851;257.9695596656244;939.0389310881914;478
12;uniteye;0;6;960;540;1161.2493789090909;422.81873509090906;206.59188945454545;118.0379438181818;252.8791908532698;115.6933165838548;61.35624688012678;1201.5746148363596;478
12;uniteye;0;7;510;740;241.78083607272723;672.1658541818182;297.34321338181815;108.26535951515152;327.6945153744404;143.64771142713673;115.35369551011895;1001.6644834225232;478
12;uniteye;0;8;1410;740;1612.7110487272728;524.3101690909091;202.71104872727275;215.6898309090909;299.23249313731344;42.7330953681343;49.700449762534056;652.698064616864;478
12;uniteye;0;9;110;990;117.0571322181818;844.204270909091;25.4081985939394;145.79572909090908;149.16912969162178;30.646164357800977;36.789862000990986;460.86536649672985;478
12;uniteye;0;10;960;940;1141.4225978181817;940.6649945454544;192.08553309090905;33.58315345454546;197.94278133065177;113.10248364256688;41.02282844505268;1130.471397646487;478
12;uniteye;0;11;1810;990;1897.8180654545456;699.7322814545454;92.441823030303;290.26771854545456;310.20252082333894;58.38206240299881;103.0248021041748;1053.8675042778832;478
12;uniteye;1;1;110;90;230.7835627636364;207.6254672727273;120.78356276363635;117.62546727272728;169.75110787555673;17.96189772445807;30.22634065047426;323.0908797522789;480
12;uniteye;1;2;960;140;1191.786341818182;208.73452581818185;231.78634181818185;68.73452581818182;242.6106692497107;36.75549678509041;18.076492396103543;373.888664205785;480
12;uniteye;1;3;1810;90;1687.3799243636367;261.21069490909093;122.62007563636364;171.2106949090909;212.28417598780447;32.68381686857857;13.154914543879949;326.04510500822005;480
12;uniteye;1;4;510;340;322.3709527272728;323.9273896363636;197.19202618181816;100.76101012121212;236.5361707439068;67.69038751249185;150.99012838258056;657.7636061382059;480
12;uniteye;1;5;1410;340;1529.892416;284.48891181818186;119.892416;55.51108818181819;134.25233351648797;39.64805612904972;15.57726464057071;320.93906497466617;480
12;uniteye;1;6;960;540;1082.1959156363637;736.327822909091;138.46474472727274;196.32782290909088;251.07286957725825;86.15160914051731;98.31207019057432;735.1223350354917;480
12;uniteye;1;7;510;740;322.28208;929.2611845454544;187.71792;189.2611845454545;269.4839435061181;28.09522176898084;48.85081728329447;538.0965949449524;480
12;uniteye;1;8;1410;740;1415.9758021818182;811.4019119999999;32.20266472727272;72.15034121212122;83.38682118150395;40.33051492325379;37.49702470640747;501.4982440673675;480
12;uniteye;1;9;110;990;221.9455915636364;1087.4771132727274;111.94559156363636;97.47711327272728;152.51157764553653;22.988462855826832;34.82968611996016;373.96079965007374;480
12;uniteye;1;10;960;940;1028.7166167272726;1091.066071090909;86.50619636363638;151.06607109090913;183.9463131171948;85.21537172544153;47.26495188634297;852.1840706536476;480
12;uniteye;1;11;1810;990;1513.050903272727;823.1734145454546;296.9490967272727;168.48122290909086;346.1873668775403;140.64260947947645;126.9826739150266;833.135239046799;480
1;tobii;0;1;110;90;137.53975848;108.080386695;27.53975848;18.080386695;34.038937361926706;8.714941199655629;7.413912337300418;71.97009358431106;570
1;tobii;0;2;960;140;962.6648576;142.83149854500002;6.192006399999994;10.431466221666666;12.812090947110647;6.9054228279707655;12.152016929449772;93.70470558164646;570
1;tobii;0;3;1810;90;1811.86202;111.03940251;7.69873893333333;21.03940251;23.19870087699311;8.814977827380668;8.602357170450922;65.97956187164885;570
1;tobii;0;4;510;340;510.2143064;317.03481135000004;9.828925599999998;22.96518865;26.19387812600821;14.136794504775136;8.895411790886204;88.22161060462636;570
1;tobii;0;5;1410;340;1436.7476135999998;335.23804125;26.780093599999987;8.563000683333335;29.188782194080385;9.20581482317488;9.47324436761247;88.52046911921228;570
1;tobii;0;6;960;540;981.2129896;540.33606;21.2129896;7.395189299999996;23.146663341489763;6.829753811534041;8.926621346236113;90.141532142275;570
1;tobii;0;7;510;740;506.5650352;702.6255908999999;10.5902608;38.144216533333335;40.90841282175571;14.568700616310826;14.090199876274635;129.08196615496718;570
1;tobii;0;8;1410;740;1438.3694448;720.590319;28.36944479999999;19.84604463333334;35.89857322638205;6.860610847226657;11.786535913071669;116.84127658041947;570
1;tobii;0;9;110;990;137.17259087999997;969.5251269;27.766618240000003;20.9297676;38.36424849430041;14.632341841909213;17.45271029555255;131.4201323171243;570
1;tobii;0;10;960;940;981.9598472;879.88903065;21.959847199999995;60.110969350000005;65.04740758582581;9.764677753159052;12.263075659999863;132.3653285909048;570
1;tobii;0;11;1810;990;1809.365136;986.2492878;10.482651733333334;11.807246400000004;17.57039402134312;12.941146138189772;22.10410457900424;170.94317724370333;570
1;tobii;1;1;110;90;133.83634279999998;96.61722669;23.8363428;8.41390914;25.783231090491466;9.933907589472357;7.483964424267818;64.75198900749464;572
1;tobii;1;2;960;140;979.1331464;136.54993832999995;19.384098400000003;11.490191136666668;24.82519592212621;12.46620242882422;15.856455752387404;105.48658767884046;572
1;tobii;1;3;1810;90;1798.7359848;121.14776322;12.544176266666655;31.14776322;34.10234974600205;8.660421396526482;11.465529930330394;100.5623767956812;572
1;tobii;1;4;510;340;521.703604;310.9080834;14.149165599999996;29.76145883333333;35.692023225734665;20.193812251145605;17.478185542931367;128.2646100387029;572
1;tobii;1;5;1410;340;1432.1652256;336.99459645;22.2611408;9.935225516666666;26.152848960416183;15.076899155482836;13.671021012676963;115.55288162872549;572
1;tobii;1;6;960;540;980.4784656;536.7784788;20.4784656;8.0985987;23.031450999411664;7.661724434977217;10.732411592442515;110.04760826853077;572
1;tobii;1;7;510;740;515.2076368;702.5953085999998;12.353207999999997;37.4046914;40.14483346461726;13.319014272347546;11.824221080254976;129.91790454164027;572
1;tobii;1;8;1410;740;1468.9107048;730.9732990499999;58.91070479999998;13.652208449999998;61.27790297724143;12.122352396689196;15.0300302968376;137.02661457835225;572
1;tobii;1;9;110;990;134.09240368000002;961.48841895;24.217141653333336;30.34526955;41.62418283880996;11.372595081857735;17.173834793919465;118.7480171623977;572
1;tobii;1;10;960;940;998.5688144;902.99066985;38.64960959999999;38.42329505000001;58.56693675809827;16.104171849407884;28.779459864747203;292.7914245928328;572
1;tobii;1;11;1810;990;1835.961544;977.9488371;30.063644266666657;14.643171000000002;36.337884464479615;30.31647728652201;15.295617855018833;170.59721627092455;572
1;uniteye;0;1;110;90;337.5591088;527.7023352;227.5591088;437.7023352;495.26809586596215;62.85413087373218;77.2984824985167;887.5831976337283;585
1;uniteye;0;2;960;140;1158.4426783999995;534.6106407;198.5452192;394.6106407;448.3601301735877;101.89440729577416;86.92192501210813;1186.556780651754;585
1;uniteye;0;3;1810;90;1519.6530688;400.5768393;290.3469312;310.5768393000001;426.3522415420331;62.63072228636508;84.87809194005844;634.4741095928409;585
1;uniteye;0;4;510;340;730.1558495999999;717.3051578999999;220.15584960000004;377.3051579;447.4622380516705;135.27985452749226;65.22643843028388;1169.4229179202073;585
1;uniteye;0;5;1410;340;1389.6131792;688.6637046;50.0395824;348.6637046;359.9607387625344;86.46319045293544;83.83106951122824;988.9993989072556;585
1;uniteye;0;6;960;540;1173.5387072;856.5032924999999;213.5387072;316.5032925;388.8484199013632;83.04725159570543;58.42668388283581;1261.6713604108556;585
1;uniteye;0;7;510;740;738.84176;909.3086973;229.8714848;200.8689702333333;316.1944700234822;152.3455822899442;117.06096188972998;1082.6626628194886;585
1;uniteye;0;8;1410;740;1529.3852464000004;933.273693;119.3852464;193.273693;230.1637375840897;43.98665196664625;44.71398448845953;717.4058916987083;585
1;uniteye;0;9;110;990;237.17037392000003;958.2810777;127.77195664;38.8379763;139.25011615876053;130.22959236313602;35.608829914932564;985.0288100129222;585
1;uniteye;0;10;960;940;1166.0132831999997;1017.5961753;257.6889056;112.95320723333334;286.89046029814625;192.2337253283738;110.8725676476142;1342.964564103336;585
1;uniteye;0;11;1810;990;1627.339336;1016.0723637;182.660664;67.4603943;199.27141603946785;165.53895571135035;98.36786055596288;747.3423455330019;585
1;uniteye;1;1;110;90;272.54155054545447;229.26357981818185;162.54155054545456;139.2635798181818;221.0011324852394;32.18423532520132;60.78196558657704;665.730062245634;589
1;uniteye;1;2;960;140;1179.7533207272727;219.9768818727273;221.2437294545455;88.68312733939392;267.3068481734948;148.41888185608508;133.46738047812138;1168.3622875967762;589
1;uniteye;1;3;1810;90;1766.9095592727272;217.3047805636364;100.56935854545452;129.9962857636364;173.26329298965794;121.26504380417326;120.48058886345464;1085.221959708762;589
1;uniteye;1;4;510;340;601.6549701818182;447.5050118181818;98.48121018181818;123.49541206060604;172.31331831866748;83.27825834991663;121.48007889924128;1147.5755975412674;589
1;uniteye;1;5;1410;340;1510.4477992727273;392.4569110909091;131.0563810909091;99.01305921212122;184.0364423429191;115.2249980652869;127.30200156415404;1339.630536368959;589
1;uniteye;1;6;960;540;1169.427136;650.7430085454546;209.427136;118.52515145454548;251.29082545241053;75.66310173533108;78.38200242772541;1178.198763893227;589
1;uniteye;1;7;510;740;613.121410909091;761.9046430909092;107.24494254545456;62.60809169696969;134.19025747708875;71.85760457014787;73.11308146647629;986.078150324344;589
1;uniteye;1;8;1410;740;1515.5010996363635;740.8159281818181;106.6272261818182;59.60822006060607;132.04377599232;67.11850719135444;79.76835955593266;1045.4959055831107;589
1;uniteye;1;9;110;990;192.4338960872728;1000.9374381818182;99.16159889454546;57.1529629090909;124.32982635929103;93.43467905444572;72.01598430879523;973.9915315237906;589
